gene_name	cath_superfamily	pdb_id	chromosome	gene_id	genome_accessions
RPP21	6.20.50.20;	6AHR;6AHU;	6	79897	{'Reference GRCh38.p14 Primary Assembly': '30345155:30346856', 'Alternate T2T-CHM13v2.0': '30209366:30211067', 'Reference GRCh38.p14 ALT_REF_LOCI_2': '1824836:1826537', 'Reference GRCh38.p14 ALT_REF_LOCI_1': '1674651:1676352', 'Reference GRCh38.p14 ALT_REF_LOCI_3': '1601001:1602702', 'Reference GRCh38.p14 ALT_REF_LOCI_4': '1655389:1657090', 'Reference GRCh38.p14 ALT_REF_LOCI_6': '1600237:1601938', 'Reference GRCh38.p14 ALT_REF_LOCI_7': '1643612:1645313'}
NSUN3	6.20.240.40;3.40.50.150;		3	63899	{'Reference GRCh38.p14 Primary Assembly': '94063060:94131831', 'Alternate T2T-CHM13v2.0': '96761511:96830314'}
STN1	1.10.10.980;2.40.50.140;1.10.10.10;	4JOI;4JQF;6W6W;7U5C;8D0B;8D0K;8SOJ;8SOK;	10	79991	{'Reference GRCh38.p14 Primary Assembly': '103877568:103918183', 'Alternate T2T-CHM13v2.0': '104764811:104805418'}
ASB7	1.25.40.20;1.10.750.20;		15	140460	{'Reference GRCh38.p14 Primary Assembly': '100602588:100651700', 'Alternate T2T-CHM13v2.0': '98357247:98406285'}
BICC1	3.30.310.270;3.30.1370.10;1.10.150.50;	4RQM;4RQN;6GY4;	10	80114	{'-': '4728:323291', 'Reference GRCh38.p14 Primary Assembly': '58512219:58831434', 'Alternate T2T-CHM13v2.0': '59367046:59685441'}
CLMP	2.60.40.10;		11	79827	{'-': '4999:130375', 'Reference GRCh38.p14 Primary Assembly': '123069871:123195247', 'Alternate T2T-CHM13v2.0': '123098456:123223762'}
EPHX3	3.40.50.1820;		19	79852	{'Reference GRCh38.p14 Primary Assembly': '15226918:15237007', 'Alternate T2T-CHM13v2.0': '15351829:15358379'}
TUT1	1.10.1410.10;3.30.70.330;	2E5G;5WU1;5WU2;5WU3;5WU4;5WU5;5WU6;8IDF;	11	64852	{'Reference GRCh38.p14 Primary Assembly': '62575051:62591522', 'Alternate T2T-CHM13v2.0': '62564504:62580970'}
SOX17	1.10.30.10;	2YUL;4A3N;	8	64321	{'-': '5000:7957', 'Reference GRCh38.p14 Primary Assembly': '54457934:54460891', 'Alternate T2T-CHM13v2.0': '54835188:54838145'}
ILRUN	1.10.8.10;2.60.40.10;	6VHI;	6	64771	{'Reference GRCh38.p14 Primary Assembly': '34587287:34696766', 'Alternate T2T-CHM13v2.0': '34411142:34520742'}
ARMC7	1.25.10.10;	7DVQ;	17	79637	{'Reference GRCh38.p14 Primary Assembly': '75109968:75130271', 'Alternate T2T-CHM13v2.0': '76001435:76021734'}
TASP1	3.60.20.30;	2A8I;2A8J;2A8L;2A8M;6UGK;6VIN;	20	55617	{'Reference GRCh38.p14 Primary Assembly': '13104771:13638931', 'Alternate T2T-CHM13v2.0': '13148108:13682348'}
SLA2	3.30.505.10;2.30.30.40;	4M4Z;	20	84174	{'-': '5020:38898', 'Reference GRCh38.p14 Primary Assembly': '36612317:36646195', 'Alternate T2T-CHM13v2.0': '38336182:38370536'}
CIAO3	3.40.50.1780;		16	64428	{'Reference GRCh38.p14 Primary Assembly': '729764:740996', 'Alternate T2T-CHM13v2.0': '733938:745170'}
DHX33	1.20.120.1080;3.40.50.300;		17	56919	{'Reference GRCh38.p14 Primary Assembly': '5440916:5468981', 'Alternate T2T-CHM13v2.0': '5334654:5362724'}
ACSS3	3.30.300.30;3.40.50.12780;		12	79611	{'Reference GRCh38.p14 Primary Assembly': '81077870:81261209', 'Alternate T2T-CHM13v2.0': '81056836:81240186'}
NOL6	1.10.1410.10;3.30.70.3030;	7MQ8;7MQ9;7MQA;	9	65083	{'Reference GRCh38.p14 Primary Assembly': '33461352:33473923', 'Alternate T2T-CHM13v2.0': '33479850:33492420'}
YTHDC2	1.20.120.1080;1.25.40.20;3.40.50.300;3.10.590.10;3.30.1370.50;	2YU6;6K6U;6LR2;	5	64848	{'-': '5011:86601', 'Reference GRCh38.p14 Primary Assembly': '113513693:113595283', 'Alternate T2T-CHM13v2.0': '114026400:114108084'}
EPS8L2	2.30.29.30;2.30.30.40;1.10.150.50;	1WWU;1WXB;	11	64787	{'-': '6014:27510', 'Reference GRCh38.p14 Primary Assembly': '706230:727726', 'Alternate T2T-CHM13v2.0': '757230:779051'}
ESRP2	3.30.70.330;3.30.420.10;		16	80004	{'Reference GRCh38.p14 Primary Assembly': '68229032:68236126', 'Alternate T2T-CHM13v2.0': '74024779:74031873'}
RPAP3	1.25.40.10;	4CGV;4CGW;6EZ4;6FD7;6FDP;6FDT;6FM8;6FO1;6GXZ;6ZBK;	12	79657	{'Reference GRCh38.p14 Primary Assembly': '47661248:47706029', 'Alternate T2T-CHM13v2.0': '47622568:47667354'}
BCAS3	2.130.10.10;		17	54828	{'Reference GRCh38.p14 Primary Assembly': '60677850:61392830', 'Alternate T2T-CHM13v2.0': '61546665:62261696'}
RIOX1	3.90.930.40;2.60.120.650;1.10.10.1500;	4CCJ;4CCK;4CCM;4CCN;4CCO;4DIQ;4E4H;4Y33;4Y3O;4Y4R;	14	79697	{'Reference GRCh38.p14 Primary Assembly': '73490932:73493393', 'Alternate T2T-CHM13v2.0': '67698890:67701353'}
ANTXR1	3.40.50.410;	3N2N;6ADL;6ADM;6ADR;6CX1;	2	84168	{'-': '5035:241183', 'Reference GRCh38.p14 Primary Assembly': '69013143:69249326', 'Alternate T2T-CHM13v2.0': '69025552:69261691'}
RNF167	3.50.30.30;3.30.40.10;		17	26001	{'Reference GRCh38.p14 Primary Assembly': '4940091:4945221', 'Alternate T2T-CHM13v2.0': '4830439:4835569'}
RANBP3	2.30.29.30;	2CRF;2Y8F;2Y8G;5XZX;	19	8498	{'Reference GRCh38.p14 Primary Assembly': '5916138:5978139', 'Alternate T2T-CHM13v2.0': '5903578:5965588'}
EGLN3	2.60.120.620;		14	112399	{'Reference GRCh38.p14 Primary Assembly': '33924226:33951073', 'Alternate T2T-CHM13v2.0': '28121429:28148292'}
GAREM1	1.10.150.50;	2DKZ;	18	64762	{'-': '4602:211962', 'Reference GRCh38.p14 Primary Assembly': '32263521:32470881', 'Alternate T2T-CHM13v2.0': '32453814:32661185'}
ZNF552	6.10.140.140;3.30.160.60;		19	79818	{'Reference GRCh38.p14 Primary Assembly': '57807081:57814912', 'Alternate T2T-CHM13v2.0': '60903999:60915345'}
GREM2	2.10.90.10;		1	64388	{'-': '5217:127799', 'Reference GRCh38.p14 Primary Assembly': '240489572:240612154', 'Alternate T2T-CHM13v2.0': '239900833:240023519'}
DCTPP1	1.10.287.1080;	7MU5;	16	79077	{'Reference GRCh38.p14 Primary Assembly': '30423614:30430029', 'Alternate T2T-CHM13v2.0': '30809818:30816233'}
ELAC1	3.60.15.10;	3ZWF;	18	55520	{'Reference GRCh38.p14 Primary Assembly': '50968039:50988120', 'Alternate T2T-CHM13v2.0': '51169750:51189832', '-': '5000:25081'}
SH2D4A	3.30.505.10;		8	63898	{'Reference GRCh38.p14 Primary Assembly': '19313692:19396217', 'Alternate T2T-CHM13v2.0': '19578578:19661101'}
EXO5	3.90.320.10;	7LW7;7LW8;7LW9;7LWA;	1	64789	{'Reference GRCh38.p14 Primary Assembly': '40508766:40516037', 'Alternate T2T-CHM13v2.0': '40377904:40385217'}
PEAK1	1.10.510.10;	6BHC;8DGM;	15	79834	{'-': '5809:317755', 'Reference GRCh38.p14 Primary Assembly': '77100653:77420913', 'Alternate T2T-CHM13v2.0': '74961122:75281209'}
SMYD3	1.10.220.160;1.25.40.970;6.10.140.2220;2.170.270.10;1.25.40.10;	3MEK;3OXF;3OXG;3OXL;3PDN;3QWP;3RU0;5CCL;5CCM;5EX0;5EX3;5HI7;5HQ8;5V37;5XXD;5XXG;5XXJ;5YJO;6IJL;6O9O;6P6G;6P6K;6P7Z;6PAF;6YUH;6ZRB;7BJ1;7O2A;7O2B;7O2C;7QLB;7QNR;7QNU;8OWO;	1	64754	{'Reference GRCh38.p14 Primary Assembly': '245749346:246507278', 'Alternate T2T-CHM13v2.0': '245170077:245930103'}
SYNC	1.20.5.170;		1	81493	{'-': '5822:28686', 'Reference GRCh38.p14 Primary Assembly': '32679905:32703592', 'Alternate T2T-CHM13v2.0': '32539692:32563412'}
DOCK5	1.20.58.740;1.25.40.410;2.60.40.150;1.20.1270.350;2.30.30.40;	7DPA;	8	80005	{'-': '4917:235939', 'Reference GRCh38.p14 Primary Assembly': '25184688:25415710', 'Alternate T2T-CHM13v2.0': '25463646:25690936'}
WDR26	2.130.10.10;		1	80232	{'-': '4502:54153', 'Reference GRCh38.p14 Primary Assembly': '224385145:224434796', 'Alternate T2T-CHM13v2.0': '223573955:223623645'}
TDRD3	2.30.30.140;1.10.8.10;2.40.50.770;	1WJI;2LTO;3PMT;3PNW;3S6W;5GVD;5GVE;5YJ8;6V9T;8JTN;	13	81550	{'Reference GRCh38.p14 Primary Assembly': '60395532:60573878', 'Alternate T2T-CHM13v2.0': '59615224:59793546'}
ATP13A3	3.40.1110.10;2.70.150.10;1.20.1110.10;3.40.50.1000;		3	79572	{'Reference GRCh38.p14 Primary Assembly': '194402676:194494333', 'Alternate T2T-CHM13v2.0': '197101098:197192871'}
METTL17	3.40.50.150;	8CSP;8CSQ;8CSR;8CSS;8CST;8CSU;	14	64745	{'Reference GRCh38.p14 Primary Assembly': '20989979:20997034', 'Alternate T2T-CHM13v2.0': '15182525:15194434'}
VSIR	2.60.40.10;	6MVL;6OIL;6U6V;	10	64115	{'Reference GRCh38.p14 Primary Assembly': '71747555:71773519', 'Alternate T2T-CHM13v2.0': '72618369:72644251', '-': '355609:381573'}
MVB12B	2.100.10.50;	3TOW;	9	89853	{'-': '5001:185212', 'Reference GRCh38.p14 Primary Assembly': '126326828:126507039', 'Alternate T2T-CHM13v2.0': '138532594:138712488'}
PLEKHG2	1.20.900.10;2.30.29.30;		19	64857	{'-': '10823:26569', 'Reference GRCh38.p14 Primary Assembly': '39412668:39428414', 'Alternate T2T-CHM13v2.0': '42216930:42232677'}
ZNF703	3.30.160.60;		8	80139	{'Reference GRCh38.p14 Primary Assembly': '37695781:37700018', 'Alternate T2T-CHM13v2.0': '37972156:37976393'}
NAA60	3.40.630.30;	5HGZ;5HH0;5HH1;5ICV;5ICW;	16	79903	{'-': '5069:48342', 'Reference GRCh38.p14 Primary Assembly': '3443610:3486962', 'Alternate T2T-CHM13v2.0': '3470879:3514227'}
ZNF696	3.30.160.60;		8	79943	{'Reference GRCh38.p14 Primary Assembly': '143291416:143299951', 'Alternate T2T-CHM13v2.0': '144438805:144447350'}
NRDE2	1.25.40.10;	6IEH;	14	55051	{'Reference GRCh38.p14 Primary Assembly': '90267859:90331940', 'Alternate T2T-CHM13v2.0': '84492111:84556676'}
KAT8	2.30.30.140;3.40.630.30;3.30.60.60;1.10.10.10;	2GIV;2PQ8;2Y0M;3QAH;3TOA;3TOB;4DNC;5H43;5J8C;5J8F;5WCI;6BA2;6BA4;6CT2;6OIN;6OIO;6OIP;6OIQ;6OIR;6OWH;6OWI;6PD8;6PD9;6PDA;6PDB;6PDC;6PDD;6PDE;6PDF;6PDG;7CMR;	16	84148	{'Reference GRCh38.p14 Primary Assembly': '31117663:31131392', 'Alternate T2T-CHM13v2.0': '31505139:31518873'}
PTGES2	1.20.1050.10;6.20.200.30;3.40.30.10;		9	80142	{'-': '5466:12502', 'Reference GRCh38.p14 Primary Assembly': '128120692:128128439', 'Alternate T2T-CHM13v2.0': '140328726:140336487'}
TLE6	2.130.10.10;		19	79816	{'-': '5149:22764', 'Reference GRCh38.p14 Primary Assembly': '2977400:2995178', 'Alternate T2T-CHM13v2.0': '2950896:2968674'}
PHAX	1.10.10.1440;	2XC7;	5	51808	{'Reference GRCh38.p14 Primary Assembly': '126600946:126627251', 'Alternate T2T-CHM13v2.0': '127117808:127144116'}
DCLRE1B	3.40.50.12650;3.60.15.10;	3BUA;5AHO;7A1F;7B2X;7B9B;	1	64858	{'-': '5707:14467', 'Reference GRCh38.p14 Primary Assembly': '113904618:113914085', 'Alternate T2T-CHM13v2.0': '113916280:113925747'}
METTL8	3.40.50.150;		2	79828	{'Reference GRCh38.p14 Primary Assembly': '171315745:171434771', 'Alternate T2T-CHM13v2.0': '171792876:171911911'}
UBE2Z	3.10.110.10;	5A4P;	17	65264	{'Reference GRCh38.p14 Primary Assembly': '48908406:48929055', 'Alternate T2T-CHM13v2.0': '49772122:49792775'}
GEMIN7	2.30.30.100;	1Y96;7BBL;	19	79760	{'Reference GRCh38.p14 Primary Assembly': '45075626:45091517', 'Alternate T2T-CHM13v2.0': '47900756:47916648'}
ACAD9	1.10.540.10;2.40.110.10;1.20.140.10;		3	28976	{'-': '5130:38624', 'Reference GRCh38.p14 Primary Assembly': '128879619:128913113', 'Alternate T2T-CHM13v2.0': '131624339:131657835'}
VCPKMT	3.40.50.150;	4LG1;7OAT;8HL6;8HL7;	14	79609	{'Reference GRCh38.p14 Primary Assembly': '50102715:50116571', 'Alternate T2T-CHM13v2.0': '44309673:44322810'}
TTC12	1.25.10.10;1.25.40.10;		11	54970	{'Reference GRCh38.p14 Primary Assembly': '113314582:113373296', 'Alternate T2T-CHM13v2.0': '113325022:113383786'}
KAT14	3.40.630.30;3.90.980.20;		20	57325	{'Reference GRCh38.p14 Primary Assembly': '18137152:18188371', 'Alternate T2T-CHM13v2.0': '18188022:18239233'}
DDX31	3.40.50.300;		9	64794	{'Reference GRCh38.p14 Primary Assembly': '132592996:132669982', 'Alternate T2T-CHM13v2.0': '144804195:144881202'}
TMT1A	3.40.50.150;		12	25840	{'Reference GRCh38.p14 Primary Assembly': '50925014:50932507', 'Alternate T2T-CHM13v2.0': '50887080:50895781'}
MMRN2	2.60.120.40;		10	79812	{'-': '16866:38941', 'Reference GRCh38.p14 Primary Assembly': '86935539:86957614', 'Alternate T2T-CHM13v2.0': '87819294:87841327'}
BRD9	1.20.920.10;	3HME;4NQN;4UIT;4UIU;4UIV;4UIW;4XY8;4YY4;4YY6;4YYD;4YYG;4YYH;4YYI;4YYJ;4YYK;4Z6H;4Z6I;5E9V;5EU1;5F1H;5F1L;5F25;5F2P;5I40;5I7X;5I7Y;5IGM;5IGN;5JI8;5MKY;5TWX;6BQA;6HM0;6UZF;6V0S;6V0X;6V14;6V1B;6Y7H;6Y7I;6Y7J;6Y7K;6Y7L;6YQR;6YQS;6YQW;8A7I;8AHC;	5	65980	{'Reference GRCh38.p14 Primary Assembly': '863740:892800', 'Alternate T2T-CHM13v2.0': '769792:798852'}
CNNM2	3.10.580.10;2.60.120.10;	4IY0;4IY2;4IY4;4IYS;6DJ3;6N7E;8F6D;	10	54805	{'-': '5001:176929', 'Reference GRCh38.p14 Primary Assembly': '102918293:103090221', 'Alternate T2T-CHM13v2.0': '103804070:103976462'}
MINDY3	1.10.238.10;		10	80013	{'Reference GRCh38.p14 Primary Assembly': '15778173:15860506', 'Alternate T2T-CHM13v2.0': '15796177:15878517'}
SRD5A3	1.20.120.1630;		4	79644	{'-': '5021:31879', 'Reference GRCh38.p14 Primary Assembly': '55346241:55373099', 'Alternate T2T-CHM13v2.0': '58834369:58861237'}
MOB1A	1.20.140.30;	1PI1;4J1V;4JIZ;5BRK;5BRM;5TWF;5TWG;5TWH;5XQZ;6MCP;6MCQ;	2	55233	{'Reference GRCh38.p14 Primary Assembly': '74152527:74178878', 'Alternate T2T-CHM13v2.0': '74160988:74187668'}
AKTIP	3.10.110.10;		16	64400	{'Reference GRCh38.p14 Primary Assembly': '53491039:53504411', 'Alternate T2T-CHM13v2.0': '59288843:59302209'}
ECT2	3.40.50.10190;1.20.900.10;2.30.29.30;	3L46;4N40;6L30;	3	1894	{'Reference GRCh38.p14 Primary Assembly': '172750725:172829264', 'Alternate T2T-CHM13v2.0': '175536481:175615020'}
PLEKHF2	2.30.29.30;3.30.40.10;		8	79666	{'Reference GRCh38.p14 Primary Assembly': '95133784:95156684', 'Alternate T2T-CHM13v2.0': '96259033:96281931'}
TRIM45	3.30.160.60;2.60.40.10;3.30.40.10;	2DS4;	1	80263	{'-': '5040:15729', 'Reference GRCh38.p14 Primary Assembly': '117111059:117123926', 'Alternate T2T-CHM13v2.0': '117121482:117134347'}
IPPK	3.30.200.110;		9	64768	{'-': '5134:62082', 'Reference GRCh38.p14 Primary Assembly': '92613182:92670130', 'Alternate T2T-CHM13v2.0': '104779753:104836694', 'Reference GRCh38.p14 PATCHES': '447909:477542'}
ANKZF1	1.25.40.20;		2	55139	{'Reference GRCh38.p14 Primary Assembly': '219229805:219236678', 'Alternate T2T-CHM13v2.0': '219714570:219721443'}
GORASP2	2.30.42.10;	3RLE;4EDJ;	2	26003	{'Reference GRCh38.p14 Primary Assembly': '170928476:170967129', 'Alternate T2T-CHM13v2.0': '171405613:171444256'}
ZWILCH	1.10.287.1880;1.20.58.730;2.20.25.230;6.10.140.520;6.20.270.10;	3IF8;7QPG;	15	55055	{'Reference GRCh38.p14 Primary Assembly': '66505325:66550129', 'Alternate T2T-CHM13v2.0': '64326799:64371622'}
MTHFD2L	3.40.50.10860;3.40.50.720;	7QEI;	4	441024	{'Reference GRCh38.p14 Primary Assembly': '74114559:74303098', 'Alternate T2T-CHM13v2.0': '77457786:77646723'}
SLC25A22	1.50.40.10;		11	79751	{'-': '-:-', 'Reference GRCh38.p14 Primary Assembly': '790474:798280', 'Alternate T2T-CHM13v2.0': '841907:849742'}
QTRT2	3.20.20.105;	7NQ4;	3	79691	{'Reference GRCh38.p14 Primary Assembly': '114056736:114088421', 'Alternate T2T-CHM13v2.0': '116778011:116809686'}
WDR54	2.130.10.10;		2	84058	{'Reference GRCh38.p14 Primary Assembly': '74421729:74425754', 'Alternate T2T-CHM13v2.0': '74430286:74434311'}
ACTR8	2.30.36.90;3.30.420.40;	4FO0;	3	93973	{'Reference GRCh38.p14 Primary Assembly': '53858991:53882151', 'Alternate T2T-CHM13v2.0': '53892232:53915391'}
SYNPO2L	2.30.42.10;		10	79933	{'Reference GRCh38.p14 Primary Assembly': '73644885:73656028', 'Alternate T2T-CHM13v2.0': '74516307:74527452'}
MARCHF7	3.30.40.10;		2	64844	{'Reference GRCh38.p14 Primary Assembly': '159712505:159771026', 'Alternate T2T-CHM13v2.0': '160169868:160228394'}
ARMT1	1.20.930.60;3.40.50.10880;	6UMQ;6UMR;	6	79624	{'Reference GRCh38.p14 Primary Assembly': '151452465:151470100', 'Alternate T2T-CHM13v2.0': '152653107:152670748'}
PANK3	3.30.420.40;3.30.420.510;	2I7P;3MK6;3SMS;5KPR;5KPT;5KPZ;5KQ8;5KQD;6B3V;6PE6;6X4J;6X4K;6X4L;7UE3;7UE4;7UE5;7UE6;7UE7;7UE8;7UEO;7UEP;7UEQ;7UER;7UES;7UET;7UEU;7UEV;7UEX;7UEY;	5	79646	{'Reference GRCh38.p14 Primary Assembly': '168548494:168579367', 'Alternate T2T-CHM13v2.0': '169083276:169114159'}
CNOT10	1.25.40.10;	8BFI;8FY3;	3	25904	{'Reference GRCh38.p14 Primary Assembly': '32685187:32773874', 'Alternate T2T-CHM13v2.0': '32684704:32772073', 'Reference GRCh38.p14 PATCHES': '53413:142100'}
RMI1	2.40.50.510;1.10.8.1020;2.40.50.770;	3MXN;3NBH;3NBI;4CGY;4CHT;4DAY;7XUV;	9	80010	{'Reference GRCh38.p14 Primary Assembly': '83980358:84004073', 'Alternate T2T-CHM13v2.0': '96130639:96154360'}
EHMT1	1.25.40.20;2.170.270.10;	2IGQ;2RFI;3B7B;3B95;3FPD;3HNA;3MO0;3MO2;3MO5;3SW9;3SWC;4I51;5TTG;5TUZ;5V9J;5VSD;5VSF;6BY9;6MBO;6MBP;7T7M;	9	79813	{'-': '5013:222135', 'Reference GRCh38.p14 Primary Assembly': '137619004:137836126', 'Alternate T2T-CHM13v2.0': '149870686:150093988'}
VIPAS39	1.10.150.780;		14	63894	{'-': '5039:35965', 'Reference GRCh38.p14 Primary Assembly': '77426674:77457600', 'Alternate T2T-CHM13v2.0': '71636054:71666983'}
ZNF408	3.30.160.60;2.170.270.10;		11	79797	{'-': '5264:10145', 'Reference GRCh38.p14 Primary Assembly': '46701030:46705911', 'Alternate T2T-CHM13v2.0': '46857046:46861915'}
ANKRA2	1.25.40.20;	3SO8;3V2O;3V2X;3V31;4LG6;4QQI;8CXG;8CXH;8CXI;	5	57763	{'Reference GRCh38.p14 Primary Assembly': '73552189:73565638', 'Alternate T2T-CHM13v2.0': '74033517:74046950'}
COG4	1.20.58.1970;1.10.287.1060;	3HR0;	16	25839	{'-': '5000:47983', 'Reference GRCh38.p14 Primary Assembly': '70480566:70523553', 'Alternate T2T-CHM13v2.0': '76291597:76334734'}
ACTR5	3.30.420.40;	6HTS;7ZI4;	20	79913	{'Reference GRCh38.p14 Primary Assembly': '38748459:38772519', 'Alternate T2T-CHM13v2.0': '40478617:40502675'}
AGO3	3.40.50.2300;2.170.260.10;3.30.420.10;	5VM9;	1	192669	{'Reference GRCh38.p14 Primary Assembly': '35930717:36072499', 'Alternate T2T-CHM13v2.0': '35793432:35935373'}
VPS37B	1.10.287.660;	6VME;	12	79720	{'Reference GRCh38.p14 Primary Assembly': '122865329:122896123', 'Alternate T2T-CHM13v2.0': '122860576:122891353'}
MRPL44	3.30.160.20;1.10.1520.10;	3J7Y;3J9M;5OOL;5OOM;6I9R;6NU2;6NU3;6VLZ;6VMI;6ZM5;6ZM6;6ZS9;6ZSA;6ZSB;6ZSC;6ZSD;6ZSE;6ZSG;7A5F;7A5G;7A5H;7A5I;7A5J;7A5K;7L08;7L20;7O9K;7O9M;7ODR;7ODS;7ODT;7OF0;7OF2;7OF3;7OF4;7OF5;7OF6;7OF7;7OG4;7OI6;7OI7;7OI8;7OI9;7OIA;7OIB;7OIC;7OID;7OIE;7PD3;7PO4;7QH6;7QH7;7QI4;7QI5;7QI6;8ANY;8OIR;8OIT;	2	65080	{'-': '11610:21861', 'Reference GRCh38.p14 Primary Assembly': '223950853:223967713', 'Alternate T2T-CHM13v2.0': '224434102:224450969'}
USP42	3.90.70.10;		7	84132	{'Reference GRCh38.p14 Primary Assembly': '6081240:6161563', 'Alternate T2T-CHM13v2.0': '6197990:6280939'}
ERVMER34-1	1.10.287.210;		4	100288413	{'Reference GRCh38.p14 Primary Assembly': '52742552:52751424', 'Alternate T2T-CHM13v2.0': '56229441:56238313'}
CHODL	3.10.100.10;		21	140578	{'-': '332494:355031', 'Reference GRCh38.p14 Primary Assembly': '17917339:18267369', 'Alternate T2T-CHM13v2.0': '16276722:16627190'}
UNKL	3.30.40.10;		16	64718	{'-': '5000:56499', 'Reference GRCh38.p14 Primary Assembly': '1363204:1414703', 'Alternate T2T-CHM13v2.0': '1379336:1429328'}
L2HGDH	3.30.9.10;3.50.50.60;		14	79944	{'-': '5000:74795', 'Reference GRCh38.p14 Primary Assembly': '50242433:50312228', 'Alternate T2T-CHM13v2.0': '44448674:44518454'}
NHEJ1	2.170.210.10;1.10.287.450;	2QM4;2R9A;3Q4F;3RWR;3SR2;3W03;6ERG;6ERH;7LSY;7LT3;7NFC;7NFE;7ZYG;8BHV;8BHY;8BOT;8EZA;8EZB;	2	79840	{'-': '5000:90541', 'Reference GRCh38.p14 Primary Assembly': '219069356:219160814', 'Alternate T2T-CHM13v2.0': '219557704:219649238'}
NANOG	1.10.10.60;	2KT0;4RBO;	12	79923	{'Reference GRCh38.p14 Primary Assembly': '7789401:7799145', 'Alternate T2T-CHM13v2.0': '7803994:7813734'}
ELP3	3.40.630.30;		8	55140	{'Reference GRCh38.p14 Primary Assembly': '28090231:28191152', 'Alternate T2T-CHM13v2.0': '28368441:28469342'}
RNF122	3.30.40.10;		8	79845	{'Reference GRCh38.p14 Primary Assembly': '33547753:33567127', 'Alternate T2T-CHM13v2.0': '33819015:33838396'}
JMJD4	2.60.120.650;		1	65094	{'Reference GRCh38.p14 Primary Assembly': '227731190:227735301', 'Alternate T2T-CHM13v2.0': '226920124:226924235'}
POLR1B	2.40.50.150;3.90.1070.20;3.90.1100.10;2.40.270.10;3.90.1800.10;3.90.1110.10;	7OB9;7OBA;7OBB;7VBA;7VBB;7VBC;8A43;	2	84172	{'Reference GRCh38.p14 Primary Assembly': '112542035:112579817', 'Alternate T2T-CHM13v2.0': '112968685:113006449'}
LIN28A	2.40.50.140;4.10.60.10;	2CQF;2LI8;5UDZ;	1	79727	{'Reference GRCh38.p14 Primary Assembly': '26410816:26429727', 'Alternate T2T-CHM13v2.0': '26248851:26267746'}
ZMAT3	3.30.160.60;		3	64393	{'-': '5470:60056', 'Reference GRCh38.p14 Primary Assembly': '179017222:179072512', 'Alternate T2T-CHM13v2.0': '181821050:181876313'}
UCK1	3.40.50.300;	2JEO;2UVQ;	9	83549	{'Reference GRCh38.p14 Primary Assembly': '131523800:131531262', 'Alternate T2T-CHM13v2.0': '143736762:143744223'}
FN3KRP	3.90.1200.10;		17	79672	{'Reference GRCh38.p14 Primary Assembly': '82716705:82728012', 'Alternate T2T-CHM13v2.0': '83591092:83602414'}
TBC1D17	1.10.8.270;1.10.472.80;		19	79735	{'Reference GRCh38.p14 Primary Assembly': '49877701:49888749', 'Alternate T2T-CHM13v2.0': '52877838:52888885'}
CARS2	1.20.120.1910;3.40.50.620;		13	79587	{'-': '12485:77184', 'Reference GRCh38.p14 Primary Assembly': '110641409:110713521', 'Alternate T2T-CHM13v2.0': '109871849:109944014'}
CERS4	1.10.10.60;		19	79603	{'Reference GRCh38.p14 Primary Assembly': '8209369:8262420', 'Alternate T2T-CHM13v2.0': '8210804:8263816'}
PPCS	3.40.50.10300;	1P9O;7EDZ;	1	79717	{'Reference GRCh38.p14 Primary Assembly': '42456340:42473416', 'Alternate T2T-CHM13v2.0': '42326702:42343778'}
SUGCT	3.30.1540.10;		7	79783	{'-': '5001:730759', 'Reference GRCh38.p14 Primary Assembly': '40135004:41038815', 'Alternate T2T-CHM13v2.0': '40292461:41196672'}
UBTD1	1.20.225.20;		10	80019	{'Reference GRCh38.p14 Primary Assembly': '97498923:97571205', 'Alternate T2T-CHM13v2.0': '98379116:98451384'}
WDR41	2.130.10.10;	6LT0;6V4U;6WHH;7MGE;	5	55255	{'Reference GRCh38.p14 Primary Assembly': '77430932:77620576', 'Alternate T2T-CHM13v2.0': '77913541:78103189'}
SAP30L	3.40.1800.30;6.10.160.20;	2N1U;	5	79685	{'Reference GRCh38.p14 Primary Assembly': '154445996:154461052', 'Alternate T2T-CHM13v2.0': '154979943:154995011'}
EBF2	1.10.287.4280;2.60.40.10;2.60.40.3180;		8	64641	{'-': '4711:208399', 'Reference GRCh38.p14 Primary Assembly': '25841724:26045412', 'Alternate T2T-CHM13v2.0': '26116724:26320914'}
NMNAT1	3.40.50.620;	1GZU;1KKU;1KQN;1KQO;1KR2;	1	64802	{'-': '5553:47576', 'Reference GRCh38.p14 Primary Assembly': '9942922:9996891', 'Alternate T2T-CHM13v2.0': '9485827:9539838'}
MLXIP	4.10.280.10;		12	22877	{'-': '5028:73616', 'Reference GRCh38.p14 Primary Assembly': '122078755:122147343', 'Alternate T2T-CHM13v2.0': '122074569:122143120', 'Reference GRCh38.p14 PATCHES': '21021:86532'}
LIN7B	2.30.42.10;1.10.287.650;	2DKR;	19	64130	{'Reference GRCh38.p14 Primary Assembly': '49114369:49118459', 'Alternate T2T-CHM13v2.0': '52109103:52113193'}
KIF9	3.40.850.10;	3NWN;	3	64147	{'Reference GRCh38.p14 Primary Assembly': '47227997:47282798', 'Alternate T2T-CHM13v2.0': '47244384:47299180'}
