Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene3D	PDB
Q9BV86	reviewed	NTM1A_HUMAN	N-terminal Xaa-Pro-Lys N-methyltransferase 1 (EC 2.1.1.244) (Alpha N-terminal protein methyltransferase 1A) (Methyltransferase-like protein 11A) (N-terminal RCC1 methyltransferase) (X-Pro-Lys N-terminal protein methyltransferase 1A) (NTM1A) [Cleaved into: N-terminal Xaa-Pro-Lys N-methyltransferase 1, N-terminally processed]	NTMT1 C9orf32 METTL11A NRMT NRMT1 AD-003	Homo sapiens (Human)	223	3.40.50.150;	2EX4;5CVD;5CVE;5E1B;5E1D;5E1M;5E1O;5E2A;5E2B;6DTN;6KDQ;6PVA;6PVB;6WH8;6WJ7;7K3D;7SS1;7U1M;
Q9BV94	reviewed	EDEM2_HUMAN	ER degradation-enhancing alpha-mannosidase-like protein 2	EDEM2 C20orf31 C20orf49 UNQ573/PRO1135	Homo sapiens (Human)	578	1.50.10.10;	
Q9BVA0	reviewed	KTNB1_HUMAN	Katanin p80 WD40 repeat-containing subunit B1 (Katanin p80 subunit B1) (p80 katanin)	KATNB1	Homo sapiens (Human)	655	2.130.10.10;	
Q9BVA1	reviewed	TBB2B_HUMAN	Tubulin beta-2B chain	TUBB2B	Homo sapiens (Human)	445	1.10.287.600;3.30.1330.20;3.40.50.1440;	6E7C;7ZCW;
Q9BVA6	reviewed	FICD_HUMAN	Protein adenylyltransferase FICD (EC 2.7.7.108) (AMPylator FICD) (De-AMPylase FICD) (EC 3.1.4.-) (FIC domain-containing protein) (Huntingtin yeast partner E) (Huntingtin-interacting protein 13) (HIP-13) (Huntingtin-interacting protein E)	FICD HIP13 HYPE UNQ3041/PRO9857	Homo sapiens (Human)	458	1.10.3290.10;1.25.40.10;	4U04;4U07;4U0S;4U0U;4U0Z;6I7G;6I7H;6I7I;6I7J;6I7K;6I7L;6ZMD;7B7Z;7B80;
Q9BVC4	reviewed	LST8_HUMAN	Target of rapamycin complex subunit LST8 (TORC subunit LST8) (G protein beta subunit-like) (Gable) (Protein GbetaL) (Mammalian lethal with SEC13 protein 8) (mLST8)	MLST8 GBL LST8	Homo sapiens (Human)	326	2.130.10.10;	4JSN;4JSP;4JSV;4JSX;4JT5;4JT6;5FLC;5H64;5WBU;5WBY;5ZCS;6BCU;6BCX;6SB0;6SB2;6ZWM;6ZWO;7OWG;7PE7;7PE8;7PE9;7PEA;7PEB;7PEC;7TZO;7UXC;7UXH;8ERA;
Q9BVG3	reviewed	TRI62_HUMAN	E3 ubiquitin-protein ligase TRIM62 (EC 2.3.2.27) (Tripartite motif-containing protein 62)	TRIM62	Homo sapiens (Human)	475	2.60.120.920;3.30.160.60;3.30.40.10;	
Q9BVG8	reviewed	KIFC3_HUMAN	Kinesin-like protein KIFC3	KIFC3	Homo sapiens (Human)	833	1.10.287.1490;3.40.850.10;	5WDE;
Q9BVH7	reviewed	SIA7E_HUMAN	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 (EC 2.4.99.-) (GD1 alpha synthase) (GalNAc alpha-2,6-sialyltransferase V) (ST6GalNAc V) (ST6GalNAcV) (Sialyltransferase 7E) (SIAT7-E)	ST6GALNAC5 SIAT7E	Homo sapiens (Human)	336	3.90.1480.20;	
Q9BVI0	reviewed	PHF20_HUMAN	PHD finger protein 20 (Glioma-expressed antigen 2) (Hepatocellular carcinoma-associated antigen 58) (Novel zinc finger protein) (Transcription factor TZP)	PHF20 C20orf104 GLEA2 HCA58 NZF TZP	Homo sapiens (Human)	1012	2.30.30.140;3.30.40.10;	2LDM;3P8D;3Q1J;3QII;3SD4;5TAB;5TBN;
Q9BVJ7	reviewed	DUS23_HUMAN	Dual specificity protein phosphatase 23 (EC 3.1.3.16) (EC 3.1.3.48) (Low molecular mass dual specificity phosphatase 3) (LDP-3) (VH1-like phosphatase Z)	DUSP23 LDP3 VHZ	Homo sapiens (Human)	150	3.90.190.10;	2IMG;4ERC;
Q9BVL2	reviewed	NUP58_HUMAN	Nucleoporin p58/p45 (58 kDa nucleoporin) (Nucleoporin-like protein 1)	NUP58 KIAA0410 NUPL1	Homo sapiens (Human)	599	6.10.140.1350;	4JO7;4JO9;4JQ5;5IJN;5IJO;7PER;7R5J;7R5K;
Q9BVM4	reviewed	GGACT_HUMAN	Gamma-glutamylaminecyclotransferase (GGACT) (EC 4.3.2.8) (AIG2-like domain-containing protein 1) (Gamma-glutamylamine cyclotransferase)	GGACT A2LD1	Homo sapiens (Human)	153	3.10.490.10;	3JUB;3JUC;3JUD;
Q9BVN2	reviewed	RUSC1_HUMAN	AP-4 complex accessory subunit RUSC1 (New molecule containing SH3 at the carboxy-terminus) (Nesca) (RUN and SH3 domain-containing protein 1)	RUSC1 NESCA	Homo sapiens (Human)	902	1.20.58.900;2.30.30.40;	4GIW;
Q9BVP2	reviewed	GNL3_HUMAN	Guanine nucleotide-binding protein-like 3 (E2-induced gene 3 protein) (Novel nucleolar protein 47) (NNP47) (Nucleolar GTP-binding protein 3) (Nucleostemin)	GNL3 E2IG3 NS	Homo sapiens (Human)	549	3.40.50.300;	8FKP;8FKR;8FKT;8FKU;8FKV;8FKW;8FKX;8FKY;8FKZ;8FL0;8FL2;8FL3;8FL4;8INK;8IPD;8IPX;8IPY;8IR1;8IR3;
Q9BVQ7	reviewed	AFG2B_HUMAN	ATPase family gene 2 protein homolog B (EC 3.6.4.10) (AFG2 AAA ATPase homolog B) (Ribosome biogenesis protein SPATA5L1) (Spermatogenesis-associated protein 5-like protein 1)	AFG2B SPATA5L1	Homo sapiens (Human)	753	1.10.8.60;3.40.50.300;	
Q9BVS4	reviewed	RIOK2_HUMAN	Serine/threonine-protein kinase RIO2 (EC 2.7.11.1) (RIO kinase 2)	RIOK2 RIO2	Homo sapiens (Human)	552	1.10.510.10;1.10.10.10;	5DHF;6FDM;6FDN;6FDO;6G18;6G51;6HK6;7VBT;7WU0;
Q9BVS5	reviewed	TR61B_HUMAN	tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial (EC 2.1.1.220) (mRNA methyladenosine-N(1)-methyltransferase) (EC 2.1.1.-)	TRMT61B	Homo sapiens (Human)	477	3.10.330.20;3.40.50.150;	2B25;
Q9BVV7	reviewed	TIM21_HUMAN	Mitochondrial import inner membrane translocase subunit Tim21 (TIM21-like protein, mitochondrial)	TIMM21 C18orf55 TIM21 HSPC154	Homo sapiens (Human)	248	3.10.450.320;	
Q9BW11	reviewed	MAD3_HUMAN	Max dimerization protein 3 (Max dimerizer 3) (Class C basic helix-loop-helix protein 13) (bHLHc13) (Max-associated protein 3) (Max-interacting transcriptional repressor MAD3) (Myx)	MXD3 BHLHC13 MAD3	Homo sapiens (Human)	206	4.10.280.10;	
Q9BW19	reviewed	KIFC1_HUMAN	Kinesin-like protein KIFC1 (Kinesin-like protein 2) (Kinesin-related protein HSET)	KIFC1 HSET KNSL2	Homo sapiens (Human)	673	1.10.287.1490;3.40.850.10;	5WDH;
Q9BW62	reviewed	KATL1_HUMAN	Katanin p60 ATPase-containing subunit A-like 1 (Katanin p60 subunit A-like 1) (EC 5.6.1.1) (p60 katanin-like 1)	KATNAL1	Homo sapiens (Human)	490	1.10.8.60;3.40.50.300;1.20.58.80;	6B5C;
Q9BW83	reviewed	IFT27_HUMAN	Intraflagellar transport protein 27 homolog (Putative GTP-binding protein RAY-like) (Rab-like protein 4)	IFT27 RABL4 RAYL	Homo sapiens (Human)	186	3.40.50.300;	
Q9BW91	reviewed	NUDT9_HUMAN	ADP-ribose pyrophosphatase, mitochondrial (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (Adenosine diphosphoribose pyrophosphatase) (ADPR-PPase) (Nucleoside diphosphate-linked moiety X motif 9) (Nudix motif 9)	NUDT9 NUDT10 PSEC0099 UNQ3012/PRO9771	Homo sapiens (Human)	350	3.90.79.10;	1Q33;1QVJ;
Q9BW92	reviewed	SYTM_HUMAN	Threonine--tRNA ligase, mitochondrial (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase-like 1)	TARS2 TARSL1	Homo sapiens (Human)	718	3.10.20.30;3.40.50.800;	
Q9BWD1	reviewed	THIC_HUMAN	Acetyl-CoA acetyltransferase, cytosolic (EC 2.3.1.9) (Acetyl-CoA transferase-like protein) (Cytosolic acetoacetyl-CoA thiolase)	ACAT2 ACTL	Homo sapiens (Human)	397	3.40.47.10;	1WL4;1WL5;
Q9BWE0	reviewed	REPI1_HUMAN	Replication initiator 1 (60 kDa origin-specific DNA-binding protein) (60 kDa replication initiation region protein) (ATT-binding protein) (DHFR oribeta-binding protein RIP60) (Zinc finger protein 464)	REPIN1 RIP60 ZNF464	Homo sapiens (Human)	567	3.30.160.60;	
Q9BWF2	reviewed	TRAIP_HUMAN	E3 ubiquitin-protein ligase TRAIP (EC 2.3.2.27) (RING finger protein 206) (TRAF-interacting protein)	TRAIP RNF206 TRIP	Homo sapiens (Human)	469	3.30.40.10;	4ZTD;
Q9BWF3	reviewed	RBM4_HUMAN	RNA-binding protein 4 (Lark homolog) (hLark) (RNA-binding motif protein 4) (RNA-binding motif protein 4a)	RBM4 RBM4A	Homo sapiens (Human)	364	3.30.70.330;4.10.60.10;	2DNQ;
Q9BWP8	reviewed	COL11_HUMAN	Collectin-11 (Collectin kidney protein 1) (CL-K1)	COLEC11 UNQ596/PRO1182	Homo sapiens (Human)	271	3.10.100.10;	4YLI;4YMD;
Q9BWS9	reviewed	CHID1_HUMAN	Chitinase domain-containing protein 1 (Stabilin-1-interacting chitinase-like protein) (SI-CLP)	CHID1 GL008 PSEC0104 SB139	Homo sapiens (Human)	393	3.10.50.10;1.10.8.360;3.20.20.80;	3BXW;
Q9BWT3	reviewed	PAPOG_HUMAN	Poly(A) polymerase gamma (PAP-gamma) (EC 2.7.7.19) (Neo-poly(A) polymerase) (Neo-PAP) (Polynucleotide adenylyltransferase gamma) (SRP RNA 3'-adenylating enzyme) (Signal recognition particle RNA-adenylating enzyme) (SRP RNA-adenylating enzyme)	PAPOLG PAP2 PAPG	Homo sapiens (Human)	736	1.10.1410.10;3.30.460.10;3.30.70.590;	4LT6;
Q9BWT7	reviewed	CAR10_HUMAN	Caspase recruitment domain-containing protein 10 (CARD-containing MAGUK protein 3) (Carma 3)	CARD10 CARMA3	Homo sapiens (Human)	1032	1.10.533.10;3.40.50.300;2.30.30.40;	
Q9BWU0	reviewed	NADAP_HUMAN	Kanadaptin (Human lung cancer oncogene 3 protein) (HLC-3) (Kidney anion exchanger adapter protein) (Solute carrier family 4 anion exchanger member 1 adapter protein)	SLC4A1AP HLC3	Homo sapiens (Human)	742	2.60.200.20;3.30.160.20;	4H87;
Q9BWU1	reviewed	CDK19_HUMAN	Cyclin-dependent kinase 19 (EC 2.7.11.22) (CDC2-related protein kinase 6) (Cell division cycle 2-like protein kinase 6) (Cell division protein kinase 19) (Cyclin-dependent kinase 11) (Death-preventing kinase)	CDK19 CDC2L6 CDK11 KIAA1028	Homo sapiens (Human)	502	1.10.510.10;	
Q9BWV1	reviewed	BOC_HUMAN	Brother of CDO (Protein BOC)	BOC UNQ604/PRO1190	Homo sapiens (Human)	1114	2.60.40.10;	3N1G;3N1M;3N1P;
Q9BWV3	reviewed	CDAC1_HUMAN	Cytidine and dCMP deaminase domain-containing protein 1 (EC 3.5.4.5) (Cytidine deaminase) (Testis development protein NYD-SP15)	CDADC1	Homo sapiens (Human)	514	3.40.140.10;	
Q9BWV7	reviewed	TTLL2_HUMAN	Probable tubulin polyglutamylase TTLL2 (EC 6.-.-.-) (Testis-specific protein NYD-TSPG) (Tubulin--tyrosine ligase-like protein 2)	TTLL2 C6orf104	Homo sapiens (Human)	592	3.30.470.20;	
Q9BWW7	reviewed	SCRT1_HUMAN	Transcriptional repressor scratch 1 (Scratch homolog 1 zinc finger protein) (SCRT) (Scratch 1) (hScrt)	SCRT1	Homo sapiens (Human)	348	3.30.160.60;	
Q9BWX1	reviewed	PHF7_HUMAN	PHD finger protein 7 (Testis development protein NYD-SP6)	PHF7	Homo sapiens (Human)	381	3.30.40.10;	
Q9BWX5	reviewed	GATA5_HUMAN	Transcription factor GATA-5 (GATA-binding factor 5)	GATA5	Homo sapiens (Human)	397	3.30.50.10;	
Q9BX10	reviewed	GTPB2_HUMAN	GTP-binding protein 2	GTPBP2	Homo sapiens (Human)	602	3.40.50.300;2.40.30.10;	
Q9BX40	reviewed	LS14B_HUMAN	Protein LSM14 homolog B (RNA-associated protein 55B) (hRAP55B)	LSM14B C20orf40 FAM61B RAP55B	Homo sapiens (Human)	385	2.30.30.100;	
Q9BX46	reviewed	RBM24_HUMAN	RNA-binding protein 24 (RNA-binding motif protein 24) (RNA-binding region-containing protein 6)	RBM24 RNPC6	Homo sapiens (Human)	236	3.30.70.330;	
Q9BX59	reviewed	TPSNR_HUMAN	Tapasin-related protein (TAPASIN-R) (TAP-binding protein-like) (TAP-binding protein-related protein) (TAPBP-R) (Tapasin-like)	TAPBPL	Homo sapiens (Human)	468	2.60.40.10;	5WER;7RNO;
Q9BX63	reviewed	FANCJ_HUMAN	Fanconi anemia group J protein (EC 3.6.4.12) (BRCA1-associated C-terminal helicase 1) (BRCA1-interacting protein C-terminal helicase 1) (BRCA1-interacting protein 1)	BRIP1 BACH1 FANCJ	Homo sapiens (Human)	1249	3.40.50.300;	1T15;1T29;3AL3;
Q9BX66	reviewed	SRBS1_HUMAN	Sorbin and SH3 domain-containing protein 1 (Ponsin) (SH3 domain protein 5) (SH3P12) (c-Cbl-associated protein) (CAP)	SORBS1 KIAA0894 KIAA1296 SH3D5	Homo sapiens (Human)	1292	2.30.30.40;	2DL3;2ECZ;2LJ0;2LJ1;2MOX;2O2W;2O31;2O9S;2O9V;4LN2;4LNP;
Q9BX67	reviewed	JAM3_HUMAN	Junctional adhesion molecule C (JAM-C) (JAM-2) (Junctional adhesion molecule 3) (JAM-3) [Cleaved into: Soluble form of JAM-C (sJAM-C)]	JAM3 UNQ859/PRO1868	Homo sapiens (Human)	310	2.60.40.10;	
Q9BX68	reviewed	HINT2_HUMAN	Adenosine 5'-monophosphoramidase HINT2 (EC 3.9.1.-) (HINT-3) (HIT-17kDa) (Histidine triad nucleotide-binding protein 2, mitochondrial) (HINT-2) (PKCI-1-related HIT protein)	HINT2	Homo sapiens (Human)	163	3.30.428.10;	4INC;4INI;5KM5;5KM8;5KM9;6YI0;6YPR;6YPX;6YQD;6YVP;
Q9BX70	reviewed	BTBD2_HUMAN	BTB/POZ domain-containing protein 2	BTBD2	Homo sapiens (Human)	525	1.25.40.420;2.60.120.820;	3NO8;
Q9BX84	reviewed	TRPM6_HUMAN	Transient receptor potential cation channel subfamily M member 6 (EC 2.7.11.1) (Channel kinase 2) (Melastatin-related TRP cation channel 6)	TRPM6 CHAK2	Homo sapiens (Human)	2022	3.20.200.10;1.20.5.1010;	
Q9BX95	reviewed	SGPP1_HUMAN	Sphingosine-1-phosphate phosphatase 1 (SPPase1) (Spp1) (hSPP1) (hSPPase1) (EC 3.1.3.-) (Sphingosine-1-phosphatase 1) (Sphingosine-1-phosphate phosphohydrolase 1) (SPP-1)	SGPP1 SPP1	Homo sapiens (Human)	441	1.20.144.10;	
Q9BXA5	reviewed	SUCR1_HUMAN	Succinate receptor 1 (G-protein coupled receptor 91) (P2Y purinoceptor 1-like)	SUCNR1 GPR91	Homo sapiens (Human)	334	1.20.1070.10;	
Q9BXA6	reviewed	TSSK6_HUMAN	Testis-specific serine/threonine-protein kinase 6 (TSK-6) (TSSK-6) (Testis-specific kinase 6) (EC 2.7.11.1) (Cancer/testis antigen 72) (CT72) (Serine/threonine-protein kinase SSTK) (Small serine/threonine kinase)	TSSK6 SSTK FKSG82	Homo sapiens (Human)	273	1.10.510.10;	
Q9BXA7	reviewed	TSSK1_HUMAN	Testis-specific serine/threonine-protein kinase 1 (TSK-1) (TSK1) (TSSK-1) (Testis-specific kinase 1) (EC 2.7.11.1) (Serine/threonine-protein kinase 22A)	TSSK1B SPOGA1 SPOGA4 STK22A STK22D TSSK1 FKSG81	Homo sapiens (Human)	367	1.10.510.10;	
Q9BXB1	reviewed	LGR4_HUMAN	Leucine-rich repeat-containing G-protein coupled receptor 4 (G-protein coupled receptor 48)	LGR4 GPR48	Homo sapiens (Human)	951	1.20.1070.10;3.80.10.10;	4KT1;4QXE;4QXF;
Q9BXB4	reviewed	OSB11_HUMAN	Oxysterol-binding protein-related protein 11 (ORP-11) (OSBP-related protein 11)	OSBPL11 ORP11 OSBP12	Homo sapiens (Human)	747	1.10.287.2720;2.40.160.120;3.30.70.3490;2.30.29.30;	2D9X;
Q9BXB5	reviewed	OSB10_HUMAN	Oxysterol-binding protein-related protein 10 (ORP-10) (OSBP-related protein 10)	OSBPL10 ORP10 OSBP9	Homo sapiens (Human)	764	1.10.287.2720;2.40.160.120;3.30.70.3490;2.30.29.30;	
Q9BXB7	reviewed	SPT16_HUMAN	Spermatogenesis-associated protein 16 (Testis development protein NYD-SP12)	SPATA16	Homo sapiens (Human)	569	1.25.40.10;	
Q9BXC0	reviewed	HCAR1_HUMAN	Hydroxycarboxylic acid receptor 1 (G-protein coupled receptor 104) (G-protein coupled receptor 81)	HCAR1 GPR104 GPR81 HCA1 FKSG80	Homo sapiens (Human)	346	1.20.1070.10;	
Q9BXC1	reviewed	GP174_HUMAN	Probable G-protein coupled receptor 174	GPR174 FKSG79 GPCR17	Homo sapiens (Human)	333	1.20.1070.10;	7XV3;8IZB;8KH5;
Q9BXC9	reviewed	BBS2_HUMAN	Bardet-Biedl syndrome 2 protein	BBS2	Homo sapiens (Human)	721	2.130.10.10;	
Q9BXD5	reviewed	NPL_HUMAN	N-acetylneuraminate lyase (NALase) (EC 4.1.3.3) (N-acetylneuraminate pyruvate-lyase) (N-acetylneuraminic acid aldolase) (Sialate lyase) (Sialate-pyruvate lyase) (Sialic acid aldolase) (Sialic acid lyase)	NPL C1orf13	Homo sapiens (Human)	320	3.20.20.70;	6ARH;
Q9BXF3	reviewed	CECR2_HUMAN	Chromatin remodeling regulator CECR2 (Cat eye syndrome critical region protein 2)	CECR2 KIAA1740	Homo sapiens (Human)	1484	1.20.920.10;	3NXB;5V84;
Q9BXF6	reviewed	RFIP5_HUMAN	Rab11 family-interacting protein 5 (Rab11-FIP5) (Gamma-SNAP-associated factor 1) (Gaf-1) (Phosphoprotein pp75) (Rab11-interacting protein Rip11)	RAB11FIP5 GAF1 KIAA0857 RIP11	Homo sapiens (Human)	653	1.20.5.2440;2.60.40.150;	
Q9BXI2	reviewed	ORNT2_HUMAN	Mitochondrial ornithine transporter 2 (Solute carrier family 25 member 2)	SLC25A2 ORC2 ORNT2	Homo sapiens (Human)	301	1.50.40.10;	
Q9BXI6	reviewed	TB10A_HUMAN	TBC1 domain family member 10A (EBP50-PDX interactor of 64 kDa) (EPI64 protein) (Rab27A-GAP-alpha)	TBC1D10A EPI64 TBC1D10	Homo sapiens (Human)	508	1.10.8.270;1.10.10.750;1.10.472.80;	
Q9BXI9	reviewed	C1QT6_HUMAN	Complement C1q tumor necrosis factor-related protein 6	C1QTNF6 CTRP6 UNQ581/PRO1151	Homo sapiens (Human)	278	2.60.120.40;	
Q9BXJ0	reviewed	C1QT5_HUMAN	Complement C1q tumor necrosis factor-related protein 5	C1QTNF5 CTRP5 UNQ303/PRO344	Homo sapiens (Human)	243	2.60.120.40;	4F3J;4NN0;
Q9BXJ1	reviewed	C1QT1_HUMAN	Complement C1q tumor necrosis factor-related protein 1 (G protein-coupled receptor-interacting protein) (GIP)	C1QTNF1 CTRP1 UNQ310/PRO353	Homo sapiens (Human)	281	2.60.120.40;	
Q9BXJ3	reviewed	C1QT4_HUMAN	Complement C1q tumor necrosis factor-related protein 4 (C1q/TNF-related protein 4)	C1QTNF4 CTRP4	Homo sapiens (Human)	329	2.60.120.40;	
Q9BXJ4	reviewed	C1QT3_HUMAN	Complement C1q tumor necrosis factor-related protein 3 (Collagenous repeat-containing sequence 26 kDa protein) (CORS26) (Secretory protein CORS26)	C1QTNF3 CTRP3 UNQ753/PRO1484	Homo sapiens (Human)	246	2.60.120.40;	
Q9BXJ5	reviewed	C1QT2_HUMAN	Complement C1q tumor necrosis factor-related protein 2	C1QTNF2 CTRP2 UNQ6349/PRO21054	Homo sapiens (Human)	285	2.60.120.40;	
Q9BXJ9	reviewed	NAA15_HUMAN	N-alpha-acetyltransferase 15, NatA auxiliary subunit (Gastric cancer antigen Ga19) (N-terminal acetyltransferase) (NMDA receptor-regulated protein 1) (Protein tubedown-1) (Tbdn100)	NAA15 GA19 NARG1 NATH TBDN100	Homo sapiens (Human)	866	1.25.40.1010;1.25.40.1040;	6C95;6C9M;6PPL;6PW9;
Q9BXK5	reviewed	B2L13_HUMAN	Bcl-2-like protein 13 (Bcl2-L-13) (Bcl-rambo) (Protein Mil1)	BCL2L13 MIL1 CD003	Homo sapiens (Human)	485	1.10.437.10;	
Q9BXL6	reviewed	CAR14_HUMAN	Caspase recruitment domain-containing protein 14 (CARD-containing MAGUK protein 2) (Carma 2)	CARD14 CARMA2	Homo sapiens (Human)	1004	2.30.42.10;1.10.533.10;3.40.50.300;2.30.30.40;	
Q9BXL7	reviewed	CAR11_HUMAN	Caspase recruitment domain-containing protein 11 (CARD-containing MAGUK protein 1) (Carma 1)	CARD11 CARMA1	Homo sapiens (Human)	1154	2.30.42.10;1.10.533.10;3.40.50.300;2.30.30.40;	4JUP;4LWD;
Q9BXM0	reviewed	PRAX_HUMAN	Periaxin	PRX KIAA1620	Homo sapiens (Human)	1461	2.30.42.10;	4CMZ;
Q9BXM7	reviewed	PINK1_HUMAN	Serine/threonine-protein kinase PINK1, mitochondrial (EC 2.7.11.1) (BRPK) (PTEN-induced putative kinase protein 1)	PINK1	Homo sapiens (Human)	581	1.10.510.10;	
Q9BXN1	reviewed	ASPN_HUMAN	Asporin (Periodontal ligament-associated protein 1) (PLAP-1)	ASPN PLAP1 SLRR1C UNQ215/PRO241	Homo sapiens (Human)	380	3.80.10.10;	
Q9BXN2	reviewed	CLC7A_HUMAN	C-type lectin domain family 7 member A (Beta-glucan receptor) (C-type lectin superfamily member 12) (Dendritic cell-associated C-type lectin 1) (DC-associated C-type lectin 1) (Dectin-1) (CD antigen CD369)	CLEC7A BGR CLECSF12 DECTIN1 UNQ539/PRO1082	Homo sapiens (Human)	247	3.10.100.10;	
Q9BXP2	reviewed	S12A9_HUMAN	Solute carrier family 12 member 9 (Cation-chloride cotransporter 6) (hCCC6) (Cation-chloride cotransporter-interacting protein 1) (CCC-interacting protein 1) (hCIP1) (Potassium-chloride transporter 9) (WO3.3)	SLC12A9 CCC6 CIP1	Homo sapiens (Human)	914	1.20.1740.10;	
Q9BXP8	reviewed	PAPP2_HUMAN	Pappalysin-2 (EC 3.4.24.-) (Pregnancy-associated plasma protein A2) (PAPP-A2) (Pregnancy-associated plasma protein E1) (PAPP-E)	PAPPA2 PLAC3	Homo sapiens (Human)	1791	2.60.120.200;3.40.390.10;2.10.70.10;	8SL1;
Q9BXR0	reviewed	TGT_HUMAN	Queuine tRNA-ribosyltransferase catalytic subunit 1 (EC 2.4.2.64) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	QTRT1 TGT TGUT	Homo sapiens (Human)	403	3.20.20.105;	6H42;6H45;7NQ4;
Q9BXR3	reviewed	POK6_HUMAN	Endogenous retrovirus group K member 6 Pol protein (HERV-K(C7) Pol protein) (HERV-K(HML-2.HOM) Pol protein) (HERV-K108 Pol protein) (HERV-K_7p22.1 provirus ancestral Pol protein) [Includes: Reverse transcriptase (RT) (EC 2.7.7.49); Ribonuclease H (RNase H) (EC 3.1.26.4); Integrase (IN)]	ERVK-6 ERVK6	Homo sapiens (Human)	956	1.10.10.200;3.30.70.270;3.10.10.10;2.30.30.10;3.30.420.10;	
Q9BXR5	reviewed	TLR10_HUMAN	Toll-like receptor 10 (CD antigen CD290)	TLR10 UNQ315/PRO358	Homo sapiens (Human)	811	3.80.10.10;3.40.50.10140;	2J67;
Q9BXR6	reviewed	FHR5_HUMAN	Complement factor H-related protein 5 (FHR-5)	CFHR5 CFHL5 FHR5	Homo sapiens (Human)	569	2.10.70.10;	
Q9BXS1	reviewed	IDI2_HUMAN	Isopentenyl-diphosphate delta-isomerase 2 (EC 5.3.3.2) (Isopentenyl pyrophosphate isomerase 2) (IPP isomerase 2) (IPPI2)	IDI2	Homo sapiens (Human)	227	3.90.79.10;	2PNY;
Q9BXS5	reviewed	AP1M1_HUMAN	AP-1 complex subunit mu-1 (AP-mu chain family member mu1A) (Adaptor protein complex AP-1 subunit mu-1) (Adaptor-related protein complex 1 subunit mu-1) (Clathrin assembly protein complex 1 mu-1 medium chain 1) (Clathrin coat assembly protein AP47) (Clathrin coat-associated protein AP47) (Golgi adaptor HA1/AP1 adaptin mu-1 subunit) (Mu-adaptin 1) (Mu1A-adaptin)	AP1M1 CLTNM	Homo sapiens (Human)	423	3.30.450.60;2.60.40.1170;	
Q9BXS9	reviewed	S26A6_HUMAN	Solute carrier family 26 member 6 (Anion exchange transporter) (Pendrin-like protein 1) (Pendrin-L1)	SLC26A6	Homo sapiens (Human)	759	3.30.750.24;	8OPQ;
Q9BXT4	reviewed	TDRD1_HUMAN	Tudor domain-containing protein 1 (Cancer/testis antigen 41.1) (CT41.1)	TDRD1	Homo sapiens (Human)	1180	2.30.30.140;2.40.50.90;6.10.140.2220;	5M9N;
Q9BXT6	reviewed	M10L1_HUMAN	RNA helicase Mov10l1 (EC 3.6.4.13) (Moloney leukemia virus 10-like protein 1) (MOV10-like protein 1)	MOV10L1	Homo sapiens (Human)	1211	3.40.50.300;	
Q9BXT8	reviewed	RNF17_HUMAN	RING finger protein 17 (Tudor domain-containing protein 4)	RNF17 TDRD4	Homo sapiens (Human)	1623	2.30.30.140;2.40.50.90;	2EQK;
Q9BXU1	reviewed	STK31_HUMAN	Serine/threonine-protein kinase 31 (EC 2.7.11.1) (Serine/threonine-protein kinase NYD-SPK) (Sugen kinase 396) (SgK396)	STK31 SGK396	Homo sapiens (Human)	1019	2.30.30.140;2.40.50.90;1.10.510.10;	
Q9BXU7	reviewed	UBP26_HUMAN	Ubiquitin carboxyl-terminal hydrolase 26 (EC 3.4.19.12) (Deubiquitinating enzyme 26) (Ubiquitin thioesterase 26) (Ubiquitin-specific-processing protease 26)	USP26	Homo sapiens (Human)	913	3.90.70.10;2.30.29.180;	
Q9BXU9	reviewed	CABP8_HUMAN	Calcium-binding protein 8 (CaBP8) (Calneuron I) (Calneuron-1)	CALN1 CABP8	Homo sapiens (Human)	261	1.10.238.10;	
Q9BXW6	reviewed	OSBL1_HUMAN	Oxysterol-binding protein-related protein 1 (ORP-1) (OSBP-related protein 1)	OSBPL1A ORP1 OSBP8 OSBPL1 OSBPL1B	Homo sapiens (Human)	950	2.40.160.120;3.30.70.3490;1.25.40.20;2.30.29.30;	5ZM5;5ZM6;5ZM7;6IYB;6TQS;
Q9BXX0	reviewed	EMIL2_HUMAN	EMILIN-2 (Elastin microfibril interface-located protein 2) (Elastin microfibril interfacer 2) (Protein FOAP-10)	EMILIN2	Homo sapiens (Human)	1053	1.10.287.1490;1.20.58.60;2.60.120.40;	
Q9BXY4	reviewed	RSPO3_HUMAN	R-spondin-3 (Protein with TSP type-1 repeat) (hPWTSR) (Roof plate-specific spondin-3) (hRspo3) (Thrombospondin type-1 domain-containing protein 2)	RSPO3 PWTSR THSD2	Homo sapiens (Human)	272	2.20.100.10;	
Q9BY07	reviewed	S4A5_HUMAN	Electrogenic sodium bicarbonate cotransporter 4 (NBCe2) (Solute carrier family 4 member 5)	SLC4A5 NBC4	Homo sapiens (Human)	1137	1.10.287.570;	
